-181.318, 64.145, 2.529, 10.807
-181.320, 64.061, 2.537, 10.840
-181.322, 63.976, 2.545, 10.873
-181.324, 63.891, 2.553, 10.906
-181.326, 63.806, 2.560, 10.939
-181.328, 63.720, 2.568, 10.972
-181.330, 63.634, 2.576, 11.005
-181.332, 63.548, 2.584, 11.038
-181.334, 63.462, 2.592, 11.071
-181.336, 63.375, 2.600, 11.104
-181.338, 63.288, 2.608, 11.137
-181.340, 63.201, 2.616, 11.170
-181.341, 63.114, 2.624, 11.203
-181.343, 63.026, 2.632, 11.236
-181.345, 62.938, 2.640, 11.269
-181.347, 62.850, 2.648, 11.302
-181.348, 62.762, 2.656, 11.335
-181.350, 62.673, 2.664, 11.368
-181.352, 62.584, 2.672, 11.401
-181.353, 62.495, 2.680, 11.434
-181.355, 62.405, 2.688, 11.467
-181.357, 62.316, 2.696, 11.500
-181.358, 62.226, 2.704, 11.533
-181.359, 62.135, 2.713, 11.566
-181.361, 62.045, 2.721, 11.599
-181.362, 61.954, 2.729, 11.632
-181.364, 61.863, 2.738, 11.665
-181.365, 61.771, 2.746, 11.698
-181.367, 61.679, 2.755, 11.731
-181.368, 61.587, 2.763, 11.764
-181.369, 61.495, 2.771, 11.797
-181.370, 61.402, 2.780, 11.830
-181.372, 61.310, 2.789, 11.863
-181.373, 61.216, 2.797, 11.896
-181.374, 61.123, 2.806, 11.929
-181.375, 61.029, 2.814, 11.962
-181.376, 60.935, 2.823, 11.995
-181.377, 60.841, 2.832, 12.028
-181.378, 60.746, 2.841, 12.061
-181.379, 60.651, 2.849, 12.094
-181.380, 60.556, 2.858, 12.127
-181.381, 60.461, 2.867, 12.160
-181.382, 60.365, 2.876, 12.193
-181.383, 60.269, 2.885, 12.226
-181.384, 60.172, 2.894, 12.259
-181.385, 60.076, 2.903, 12.292
-181.385, 59.979, 2.912, 12.325
-181.386, 59.881, 2.921, 12.358
-181.387, 59.784, 2.930, 12.391
-181.388, 59.686, 2.939, 12.424
-181.388, 59.588, 2.948, 12.457
-181.389, 59.489, 2.957, 12.490
-181.390, 59.391, 2.966, 12.523
-181.390, 59.291, 2.975, 12.556
-181.391, 59.192, 2.985, 12.589
-181.392, 59.092, 2.994, 12.622
-181.392, 58.992, 3.003, 12.655
-181.393, 58.892, 3.013, 12.688
-181.393, 58.791, 3.022, 12.721
-181.394, 58.690, 3.031, 12.754
-181.394, 58.589, 3.041, 12.787
-181.394, 58.487, 3.050, 12.820
-181.395, 58.386, 3.060, 12.853
-181.395, 58.283, 3.069, 12.886
-181.396, 58.181, 3.079, 12.919
-181.396, 58.078, 3.088, 12.952
-181.396, 57.975, 3.098, 12.985
-181.397, 57.871, 3.108, 13.018
-181.397, 57.767, 3.117, 13.051
-181.397, 57.663, 3.127, 13.084
-181.397, 57.559, 3.137, 13.117
-181.398, 57.454, 3.147, 13.150
-181.398, 57.349, 3.156, 13.183
-181.398, 57.243, 3.166, 13.216
-181.398, 57.138, 3.176, 13.249
-181.398, 57.031, 3.186, 13.282
-181.399, 56.925, 3.196, 13.315
-181.399, 56.818, 3.206, 13.348
-181.399, 56.711, 3.216, 13.381
-181.399, 56.604, 3.226, 13.414
-181.399, 56.496, 3.236, 13.447
-181.399, 56.388, 3.246, 13.480
-181.399, 56.279, 3.257, 13.513
-181.399, 56.170, 3.267, 13.546
-181.399, 56.061, 3.277, 13.579
-181.399, 55.952, 3.287, 13.612
-181.399, 55.842, 3.298, 13.645
-181.399, 55.732, 3.308, 13.678
-181.399, 55.621, 3.318, 13.711
-181.399, 55.510, 3.329, 13.744
-181.399, 55.399, 3.339, 13.777
-181.399, 55.288, 3.350, 13.810
-181.399, 55.176, 3.360, 13.843
-181.399, 55.063, 3.371, 13.876
-181.399, 54.951, 3.381, 13.909
-181.399, 54.838, 3.392, 13.942
-181.399, 54.724, 3.403, 13.975
-181.399, 54.611, 3.413, 14.008
-181.399, 54.497, 3.424, 14.041
-181.399, 54.382, 3.435, 14.074
-181.399, 54.268, 3.446, 14.107
-181.399, 54.152, 3.456, 14.140
-181.399, 54.037, 3.467, 14.173
-181.399, 53.921, 3.478, 14.206
-181.399, 53.805, 3.489, 14.239
-181.399, 53.688, 3.500, 14.272
-181.398, 53.571, 3.511, 14.305
-181.398, 53.454, 3.522, 14.338
-181.398, 53.336, 3.534, 14.371
-181.398, 53.218, 3.545, 14.404
-181.398, 53.100, 3.556, 14.437
-181.398, 52.981, 3.567, 14.470
-181.398, 52.862, 3.578, 14.503
-181.398, 52.742, 3.590, 14.536
